"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"MGUCUUS","198402","1.193","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198403","1.194","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198404","1.211","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198405","1.221","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198406","1.214","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198407","1.197","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198408","1.184","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198409","1.189","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198410","1.195","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198411","1.193","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198412","1.179","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198413","1.198","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198501","1.145","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198502","1.128","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198503","1.155","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198504","1.199","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198505","1.223","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198506","1.233","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198507","1.233","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198508","1.222","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198509","1.209","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198510","1.198","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198511","1.201","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198512","1.203","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198513","1.196","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198601","1.19","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198602","1.119","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198603","0.983","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198604","0.895","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198605","0.927","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198606","0.958","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198607","0.895","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198608","0.848","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198609","0.864","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198610","0.837","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198611","0.827","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198612","0.83","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198613","0.931","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198701","0.868","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198702","0.911","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198703","0.918","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198704","0.94","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198705","0.948","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198706","0.966","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198707","0.98","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198708","1.004","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198709","1","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198710","0.988","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198711","0.987","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198712","0.975","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198713","0.957","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198801","0.947","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198802","0.928","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198803","0.92","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198804","0.946","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198805","0.97","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198806","0.971","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198807","0.984","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198808","1.004","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198809","0.992","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198810","0.976","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198811","0.972","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198812","0.953","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198813","0.964","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198901","0.944","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198902","0.955","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198903","0.974","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198904","1.098","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198905","1.152","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198906","1.15","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198907","1.132","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198908","1.096","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198909","1.073","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198910","1.071","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198911","1.046","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198912","1.03","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","198913","1.06","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199001","1.09","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199002","1.086","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199003","1.076","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199004","1.096","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199005","1.114","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199006","1.14","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199007","1.139","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199008","1.246","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199009","1.347","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199010","1.431","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199011","1.432","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199012","1.41","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199013","1.217","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199101","1.304","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199102","1.198","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199103","1.138","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199104","1.159","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199105","1.209","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199106","1.214","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199107","1.185","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199108","1.196","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199109","1.199","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199110","1.18","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199111","1.193","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199112","1.182","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199113","1.196","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199201","1.135","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199202","1.117","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199203","1.122","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199204","1.143","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199205","1.197","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199206","1.239","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199207","1.238","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199208","1.221","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199209","1.222","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199210","1.219","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199211","1.223","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199212","1.201","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199213","1.19","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199301","1.182","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199302","1.172","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199303","1.163","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199304","1.175","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199305","1.193","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199306","1.194","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199307","1.174","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199308","1.163","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199309","1.151","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199310","1.193","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199311","1.178","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199312","1.136","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199313","1.173","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199401","1.109","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199402","1.114","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199403","1.109","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199404","1.128","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199405","1.143","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199406","1.167","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199407","1.199","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199408","1.243","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199409","1.237","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199410","1.212","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199411","1.222","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199412","1.203","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199413","1.174","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199501","1.19","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199502","1.181","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199503","1.173","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199504","1.197","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199505","1.256","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199506","1.281","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199507","1.252","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199508","1.222","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199509","1.206","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199510","1.185","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199511","1.161","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199512","1.16","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199513","1.205","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199601","1.186","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199602","1.181","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199603","1.219","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199604","1.305","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199605","1.378","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199606","1.354","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199607","1.328","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199608","1.298","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199609","1.293","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199610","1.287","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199611","1.308","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199612","1.318","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199613","1.288","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199701","1.318","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199702","1.312","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199703","1.293","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199704","1.288","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199705","1.284","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199706","1.286","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199707","1.263","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199708","1.31","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199709","1.334","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199710","1.3","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199711","1.271","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199712","1.236","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199713","1.291","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199801","1.186","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199802","1.137","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199803","1.097","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199804","1.106","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199805","1.146","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199806","1.148","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199807","1.134","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199808","1.108","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199809","1.091","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199810","1.099","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199811","1.086","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199812","1.046","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199813","1.115","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199901","1.031","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199902","1.014","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199903","1.048","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199904","1.232","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199905","1.233","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199906","1.204","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199907","1.244","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199908","1.309","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199909","1.334","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199910","1.329","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199911","1.319","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199912","1.353","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","199913","1.221","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200001","1.356","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200002","1.422","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200003","1.594","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200004","1.561","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200005","1.552","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200006","1.666","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200007","1.642","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200008","1.559","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200009","1.635","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200010","1.613","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200011","1.608","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200012","1.544","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200013","1.563","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200101","1.525","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200102","1.538","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200103","1.503","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200104","1.617","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200105","1.812","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200106","1.731","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200107","1.565","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200108","1.509","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200109","1.609","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200110","1.442","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200111","1.324","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200112","1.2","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200113","1.531","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200201","1.209","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200202","1.21","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
"MGUCUUS","200203","1.324","4","All Grades of Gasoline, U.S. City Average Retail Price","Dollars per Gallon Including Taxes"
